PROPERTY ID (T/WCAD),Food_Permit_Number,Food_Permit_Area,Name,Street,PERMIT SUBTYPE,SERVICE TYPE,Food_Permit_Year,Location 1,STREET NUMBER,Street Name,STREET DIRECTION,STREET SUFFIX,SUITE,OWNER NAME,OWNER MAILING ADDRESS,OWNER MAILING CITY,OWNER MAILING STATE,OWNER MAILING ZIP,FIXED FOOD TYPE
,2015112075 FP,1400,Pizzeria Vetri,"2421 San Antonio St
Austin, Tx 78705
(30.288589, -97.742283)",Food Service,Seated,10/01/2018,"2421 SAN ANTONIO ST
AUSTIN, TX 78705
(30.288589, -97.742283)",2421,"SAN ANTONIO
",,ST,,GINA PACIFICO,1113 ADMIRAL PEARY WAY,PHILADELPHIA,PA,19112,General Food Service
104324,2011087972 FP,1423,Starbucks Coffee #16052,"2901 S Capital Of Texas Hwy Nb Unit E1
Austin, Tx 78746
(30.254658, -97.809462)",Food Service,,10/01/2018,"2901 S CAPITAL OF TEXAS HWY NB Unit E1
AUSTIN, TX 78746
(30.254658, -97.809462)",2901,"CAPITAL OF TEXAS HWY
",S ,NB,Unit E1,STARBUCKS CORPORATION,PO BOX 34442-TAX2,SEATTLE,WA,98124,General Food Service
,2013104568 FP,1785,Star Stop 72,"3404 S Us 183 Hwy
Austin, Tx 78744
(30.200162, -97.683967)",Retail Food,,10/01/2018,"3404 S US 183 HWY
AUSTIN, TX 78744
(30.200162, -97.683967)",3404,"US 183
",S ,HWY,,"PANJWANI ENERGY, LLC / ATTN: SHAMSUDDIN PANJWANI","6161 SAVOY DR., STE 1111",HOUSTON,TEXAS,77036,Convenience Store
,2005006046 FP,1500,Subway #10569,"2110 W Slaughter Ln Unit 109
Austin, Tx 78748
(30.173754, -97.825398)",Food Service,Seated,10/01/2018,"2110 W SLAUGHTER LN Unit 109
AUSTIN, TX 78748
(30.173754, -97.825398)",2110,"SLAUGHTER
",W ,LN,Unit 109,DENNIS WEN,500 W. MLK BLVD #A,AUSTIN,TX,78701,Restaurant
,2012010788 FP,1700,Paisano's Cucina Italiana,"11301 Lakeline Blvd Bunit 220
Austin, Tx 78717
(30.479897, -97.797927)",Food Service,Seated,10/01/2018,"11301 LAKELINE BLVD Bunit 220
AUSTIN, TX 78717
(30.479897, -97.797927)",11301,"LAKELINE
",,BLVD,Bunit 220,KARIM ALIANI,2406 DANCIGER LN,CEDAR PARK,TEXAS,78613,General Food Service
,2013020339 FP,1431,Marco's Pizza,"11011 Research Blvd Nb
Austin, Tx 78759
(30.403592, -97.745141)",Food Service,Seated,10/01/2018,"11011 RESEARCH BLVD NB
AUSTIN, TX 78759
(30.403592, -97.745141)",11011,"RESEARCH BLVD
",,NB,,KENDRICK INC.,2106 NELSON RANCH LANE,CEDAR PARK,TEXAS,78613,General Food Service
,2005003040 FP,1705,Donn's Bar-B-Q,"7001 Oak Meadow Dr
Austin 78736
(30.232665, -97.876676)",Food Service,Seated,10/01/2018,"7001 OAK MEADOW DR
AUSTIN 78736
(30.232665, -97.876676)",7001,"OAK MEADOW
",,DR,,DEBORAH WELLS,5505 WASSAIL STREET,AUSTIN,TX,78744,Restaurant
,2006001640 FP,1800,Jim's Coffee Shop,"9091 Research Blvd Nb
Austin, Tx 78758
(30.374259, -97.727902)",Food Service,Seated,10/01/2018,"9091 RESEARCH BLVD NB
AUSTIN, TX 78758
(30.374259, -97.727902)",9091,"RESEARCH BLVD
",,NB,,"HASSLOCHER ENTERPRISES,INC.",9091 RESEARCH BLVD,AUSTIN,TX,78758,Restaurant
,2015050160 FP,1700,Which Wich,"1701 W Parmer Ln
Austin, Tx 78758
(30.412667, -97.68955)",Food Service,Seated,10/01/2018,"1701 W PARMER LN
AUSTIN, TX 78758
(30.412667, -97.68955)",1701,"PARMER
",W ,LN,,AAHAN ENTERPRISE LLC,15620 PRESTANCIA DR,AUSTIN,TEXAS,78717,Other
,2007136278 FP,1612,St. Luke Infant Care Center,"1611 W 14Th St
Austin, Tx 78703
(30.281691, -97.759095)",Food Service,Seated,10/01/2018,"1611 W 14TH ST
AUSTIN, TX 78703
(30.281691, -97.759095)",1611,"14TH
(49.721526, 11.066853)",W ,ST,,ST LUKE UNITED METHODIST CHURCH,1306 W LYNN ST.,AUSTIN,TEXAS,78703,Child Care
,2006009012 FP,1485,Tomodachi,"4101 W Parmer Ln
Austin, Tx 78727
(30.42598, -97.716474)",Food Service,Seated,10/01/2018,"4101 W PARMER LN
AUSTIN, TX 78727
(30.42598, -97.716474)",4101,"PARMER
",W ,LN,,STEVE RIAD,"4101 W PARMER LANE, UNIT E",AUSTIN,TX,78727,Restaurant
,2005004082 FP,1800,Thai Kitchen,"3009 Guadalupe St
Austin, Tx 78705
(30.296865, -97.741869)",Food Service,Seated,10/01/2018,"3009 GUADALUPE ST
AUSTIN, TX 78705
(30.296865, -97.741869)",3009,"GUADALUPE
",,ST,,SINTOP SENEEWONGS,3009 GUADALUPE ST.,AUSTIN,TX,78705,Restaurant
,2016006980 FP,1700,Which Wich,"13450 N Us 183 Hwy Sb Unit 239A
Austin, Tx 78750
(30.447872, -97.790716)",Food Service,Seated,10/01/2018,"13450 N US 183 HWY SB Unit 239A
AUSTIN, TX 78750
(30.447872, -97.790716)",13450,"US 183 HWY
",N ,SB,Unit 239A,AAHANA ENTERPRISE LLC,15620 PRESTANCIA DR.,AUSTIN,TEXAS,78717,General Food Service
,2005001914 FP,1700,Drury Inn,"6711 N Ih 35 Svrd Nb
Austin, Tx 78752
(30.328582, -97.705392)",Food Service,Cafeteria/Buff,10/01/2018,"6711 N IH 35 SVRD NB
AUSTIN, TX 78752
(30.328582, -97.705392)",6711,"IH 35 SVRD
",N ,NB,,DRURY SOUTHWEST,6711 IH 35,AUSTIN,TX,78752,Restaurant
,2006008703 FP,1600,Starbucks Coffee #9617,"9600 Escarpment Blvd
Austin, Tx 78749
(30.20372, -97.87856)",Food Service,Seated,10/01/2018,"9600 ESCARPMENT BLVD
AUSTIN, TX 78749
(30.20372, -97.87856)",9600,"ESCARPMENT
",,BLVD,,STARBUCKS CORPORATION,P.O. BOX 34442-TAX2,SEATTLE,WA,98124,Restaurant
,2006003703 FP,1570,San Francisco Bakery Cafe,"2900 W Anderson Ln Bldg L
Austin, Tx 78757
(30.35958, -97.737925)",Food Service,Seated,10/01/2018,"2900 W ANDERSON LN Bldg L
AUSTIN, TX 78757
(30.35958, -97.737925)",2900,"ANDERSON
",W ,LN,Bldg L,QUY TRAN,2900 W ANDERSON LN STE L,AUSTIN,TX,78757,Restaurant
,2006001474 FP,1500,Dan's Hamburgers,"844 Airport Blvd
Austin, Tx 78702
(30.258448, -97.693374)",Food Service,Seated,10/01/2018,"844 AIRPORT BLVD
AUSTIN, TX 78702
(30.258448, -97.693374)",844,"AIRPORT
",,BLVD,,KATHERINE CONGDON,844 AIRPORT  BLVD,AUSTIN,TX,78702,Restaurant
,2005000980 FP,1600,Porfirio's Tacos,"1512 Holly St
Austin, Tx 78702
(30.255038, -97.730639)",Food Service,Carryout,10/01/2018,"1512 HOLLY ST
AUSTIN, TX 78702
(30.255038, -97.730639)",1512,"HOLLY
",,ST,,DANIEL MACIAS,1512 HOLLY ST.,AUSTIN,TX,78702,Restaurant
,2009110448 FP,1428,Craig O's Pizza & Pastaria,"5501 Balcones Dr
Austin, Tx 78731
(30.336462, -97.757774)",Food Service,Seated,10/01/2018,"5501 BALCONES DR
AUSTIN, TX 78731
(30.336462, -97.757774)",5501,"BALCONES
",,DR,,TRENT ROMRIELL,5501 BALCONES DR.,AUSTIN,TEXAS,78731,Restaurant
,2007155169 FP,1500,Barton Springs Market,"1525 Barton Springs Rd
Austin, Tx 78704
(30.261775, -97.761107)",Retail Food,,10/01/2018,"1525 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.261775, -97.761107)",1525,"BARTON SPRINGS
",,RD,,VASANTHA REDDY,1525 BARTON SPRINGS RD,AUSTIN,TEXAS,78704,Convenience Store
,2006009132 FP,1500,Taqueria Morelos,"3100 S Us 183 Hwy
Austin, Tx 78744
(30.204876, -97.683462)",Food Service,Seated,10/01/2018,"3100 S US 183 HWY
AUSTIN, TX 78744
(30.204876, -97.683462)",3100,"US 183
",S ,HWY,,ESTELLA BURGOS-TAPIA,3100 S. HWY 183,AUSTIN,TX,78744,Restaurant
,2008042855 FP,1500,Red Shed Tavern,"8504 S Congress Ave
Austin, Tx 78748
(30.174053, -97.784927)",Food Service,,10/01/2018,"8504 S CONGRESS AVE
AUSTIN, TX 78748
(30.174053, -97.784927)",8504,"CONGRESS
",S ,AVE,,MERANDA TILLMAN,8504 S. CONGRESS,AUSTIN,TEXAS,78745,Bar
,2005009090 FP,1500,Jimmy Johns,"3203 Red River St
Austin, Tx 78705
(30.291521, -97.726919)",Food Service,Seated,10/01/2018,"3203 RED RIVER ST
AUSTIN, TX 78705
(30.291521, -97.726919)",3203,"RED RIVER
",,ST,,"BUSHWOOD INVESTMENTS, LLC",1223 N. ROCK RD. BLDG B,WICHITA,KS,67206,Restaurant
,2011114758 FP,1700,Corner Bar,"1901 S Lamar Blvd
Austin, Tx 78704
(30.249712, -97.766995)",Food Service,Seated,10/01/2018,"1901 S LAMAR BLVD
AUSTIN, TX 78704
(30.249712, -97.766995)",1901,"LAMAR
",S ,BLVD,,"1901 S. LAMAR, LLC",1901 S. LAMAR BLVD,AUSTIN,TEXAS,78704,Bar-beverages only
502325,2007166808 FP,1600,Subway #43067,"1910 W Braker Ln Bunit 900
Austin, Tx 78758
(30.391794, -97.706845)",Food Service,Seated,10/01/2018,"1910 W BRAKER LN Bunit 900
AUSTIN, TX 78758
(30.391794, -97.706845)",1910,"BRAKER
",W ,LN,Bunit 900,"N-SUB,LLC/STEVEN SEMLALI",7109 FOXTREE COVE,AUSTIN,TEXAS,78750,Restaurant
,2013051156 FP,1600,Super Bowl,"719 W William Cannon Dr Unit 103
Austin, Tx 78745
(30.197261, -97.788311)",Food Service,Seated,10/01/2018,"719 W WILLIAM CANNON DR Unit 103
AUSTIN, TX 78745
(30.197261, -97.788311)",719,"WILLIAM CANNON
",W ,DR,Unit 103,SUPER BOWL,719 W. WILLIAM CANNON DR. # 103,AUSTIN,TEXAS,78745,General Food Service
,2015148878 FP,1500,Cuban Sandwich's,"1804 Briarcliff Blvd
Austin, Tx 78723
(30.314024, -97.689632)",Food Service,Restaurant,10/01/2018,"1804 BRIARCLIFF BLVD
AUSTIN, TX 78723
(30.314024, -97.689632)",1804,"BRIARCLIFF
",,BLVD,,ATTN: SHAROL M. GUZMAN HERNANDEZ,7601 DAFFON LN #179,AUSTIN,TEXAS,78724,Other
,2011004980 FP,1714,Bridgepoint Cafe & Catering II,"6300 Bridge Point Pkwy
Austin, Tx 78730
(30.354153, -97.801268)",Food Service,Seated,10/01/2018,"6300 BRIDGE POINT PKWY
AUSTIN, TX 78730
(30.354153, -97.801268)",6300,"BRIDGE POINT
",,PKWY,,TIFFANY GUYNES,11350 FOUR POINTS DR 912,AUSTIN,TEXAS,78726,Restaurant
,2013102110 FP,1570,Parmer Lane 1 espresso bar,"5501 W Parmer Ln Bldg 1
Austin, Tx 78727
(30.435776, -97.73399)",Food Service,,10/01/2018,"5501 W PARMER LN Bldg 1
AUSTIN, TX 78727
(30.435776, -97.73399)",5501,"PARMER
",W ,LN,Bldg 1,"APPLE, INC.","12545 RIATA VISTA CIRCLE, MS:198-AFS",AUSTIN,TEXAS,78727,General Food Service
,2006001201 FP,1800,Common Interest,"8440 Burnet Rd
Austin, Tx 78757
(30.366525, -97.728124)",Food Service,Seated,10/01/2018,"8440 BURNET RD
AUSTIN, TX 78757
(30.366525, -97.728124)",8440,"BURNET
",,RD,,GORDON MCKINLEY,8440 BURNET #148,AUSTIN,TX,78757,Bar
,2005002345 FP,1500,Whataburger #162,"3210 E Martin Luther King Jr Blvd
Austin, Tx 78723
(30.282737, -97.702867)",Food Service,Seated,10/01/2018,"3210 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78723
(30.282737, -97.702867)",3210,"MARTIN LUTHER KING JR
",E ,BLVD,,WHATABURGER RESTAURANTS LLC,2711 CENTERVILLE RD MS-BL,WILMINGTON,DE,19808,Restaurant
,2013039874 FP,1700,Salvation Pizza,"624 W 34Th St
Austin, Tx 78705
(30.300794, -97.740681)",Food Service,Seated,10/01/2018,"624 W 34TH ST
AUSTIN, TX 78705
(30.300794, -97.740681)",624,"34TH
(40.59938, -73.99163)",W ,ST,,DURHAM TRADING PARTNER IX/M. DINSMORE,624 W. 34TH ST.,AUSTIN,TEXAS,78705,General Food Service
,2006007085 FP,1440,Subway #26354,"12518 Research Blvd Sb
Austin, Tx 78759
(30.429156, -97.760067)",Food Service,Seated,10/01/2018,"12518 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.429156, -97.760067)",12518,"RESEARCH BLVD
",,SB,,THUY NGUYEN,5208 RICO COVE,AUSTIN,TX,78731,Restaurant
,2006007456 FP,1600,Vasquez Mexican Restaurant #2,"9063 Research Blvd Nb
Austin, Tx 78758
(30.374064, -97.727482)",Food Service,Carryout,10/01/2018,"9063 RESEARCH BLVD NB
AUSTIN, TX 78758
(30.374064, -97.727482)",9063,"RESEARCH BLVD
",,NB,,MARTIN VAZQUEZ,"9063 RESEARCH BLVD., STE100",AUSTIN,TX,78758,Restaurant
330043,2006006847 FP,1500,Seoul Restaurant,"6400 S 1St St
Austin, Tx 78745
(30.200158, -97.785913)",Food Service,Seated,10/01/2018,"6400 S 1ST ST
AUSTIN, TX 78745
(30.200158, -97.785913)",6400,"1ST
(42.320015, -85.185652)",S ,ST,,DAE K. LEE,6400 S 1ST ST UNIT C,AUSTIN,TX,78745,Restaurant
,2014108319 FP,1760,Jimmy John's Gourmet Sandwiches,"10900 Research Blvd Sb Unit B-220
Austin, Tx 78759
(30.401922, -97.746122)",Food Service,Seated,10/01/2018,"10900 RESEARCH BLVD SB Unit B-220
AUSTIN, TX 78759
(30.401922, -97.746122)",10900,"RESEARCH BLVD
",,SB,Unit B-220,"BUSHWOOD OF AUSTIN, LLC  ATTN: DAVID FLOYD","1223 N. ROCK RD, BLDG B",WICHITA,KANSAS,67206,General Food Service
,2005005846 FP,1500,Rodeo,"9515 N Lamar Blvd
Austin, Tx 78753
(30.365139, -97.695848)",Food Service,Seated,10/01/2018,"9515 N LAMAR BLVD
AUSTIN, TX 78753
(30.365139, -97.695848)",9515,"LAMAR
",N ,BLVD,,JASON NAJJAR,"9515 N. LAMAR, STE. #200",AUSTIN,TX,78753,Bar-beverages only
,2006007118 FP,1500,Our Lady of Guadalupe Parish,"1206 E 9Th St
Austin, Tx 78702
(30.266569, -97.727722)",Food Service,Seated,10/01/2018,"1206 E 9TH ST
AUSTIN, TX 78702
(30.266569, -97.727722)",1206,"9TH
(30.1067, -94.16599)",E ,ST,,OUR LADY OF GUADALUPE CATHOLIC CHURCH,1206  E. 9TH ST,AUSTIN,TX,78702,Church
,2005008439 FP,1500,Tino's Greek Cafe,"13450 N Us 183 Hwy Sb Unit 237
Austin, Tx 78750
(30.447872, -97.790716)",Food Service,Seated,10/01/2018,"13450 N US 183 HWY SB Unit 237
AUSTIN, TX 78750
(30.447872, -97.790716)",13450,"US 183 HWY
",N ,SB,Unit 237,MOE KOSARI,13450 RESEARCH BLVD. #237,AUSTIN,TX,78750,Restaurant
,2005003774 FP,1500,Best Western Plus Austin City Hotel,"2200 S Ih 35 Svrd Sb
Austin, Tx 78704
(30.235574, -97.74052)",Food Service,Seated,10/01/2018,"2200 S IH 35 SVRD SB
AUSTIN, TX 78704
(30.235574, -97.74052)",2200,"IH 35 SVRD
",S ,SB,,"LOTUS HOTELS, INC",2200 S IH 35,AUSTIN,TX,78704,Restaurant
,2012102603 FP,1483,Nueces Mart,"2700 Nueces St Unit 100
Austin, Tx 78705
(30.29203, -97.742784)",Retail Food,,10/01/2018,"2700 NUECES ST Unit 100
AUSTIN, TX 78705
(30.29203, -97.742784)",2700,"NUECES
",,ST,Unit 100,"SRRK, INC",709 W 22ND,AUSTIN,TEXAS,78705,
,2011085791 FP,1500,Happy Hearts Bilingual Learning Center,"6615 Manchaca Rd
Austin, Tx 78745
(30.206072, -97.806289)",Food Service,,10/01/2018,"6615 MANCHACA RD
AUSTIN, TX 78745
(30.206072, -97.806289)",6615,"MANCHACA
",,RD,,BERNARDINA LOPEZ,6615 MANCHACA RD,AUSTIN,TEXAS,78745,Child Care
,2014125018 FP,1600,Thompson Lane Shell,"609 Bastrop Hwy
Austin, Tx 78742
(30.236197, -97.68594)",Retail Food,,10/01/2018,"609 BASTROP HWY
AUSTIN, TX 78742
(30.236197, -97.68594)",609,"BASTROP
",,HWY,,MOHAMMAD KHAN,325 E. 6TH,AUSTIN,TEXAS,78701,Convenience Store
,2006006603 FP,1786,Azul Tequila,"4211 S Lamar Blvd Nb
Austin, Tx 78704
(30.234848, -97.794618)",Food Service,Seated,10/01/2018,"4211 S LAMAR BLVD NB
AUSTIN, TX 78704
(30.234848, -97.794618)",4211,"LAMAR BLVD
",S ,NB,,SERGIO VARELA,4211 S LAMAR BLVD #A-2,AUSTIN,TX,78704,Restaurant
,2013103143 FP,1674,Tiff's Treats South Austin,"4301 W William Cannon Dr Bldg E2
Austin, Tx 78749
(30.221772, -97.838267)",Retail Food,,10/01/2018,"4301 W WILLIAM CANNON DR Bldg E2
AUSTIN, TX 78749
(30.221772, -97.838267)",4301,"WILLIAM CANNON
",W ,DR,Bldg E2,TIFF'S TREATS ATX 2 LTD,"5114 BALCONES WOODS STE 307, PMB 412",AUSTIN,TEXAS,78759,Bakery
,2012097341 FP,1500,"360 Pizza, LLC","6203 N Capital Of Texas Hwy Nb Unit A100
Austin, Tx 78731
(30.360309, -97.790126)",Food Service,Seated,10/01/2018,"6203 N CAPITAL OF TEXAS HWY NB Unit A100
AUSTIN, TX 78731
(30.360309, -97.790126)",6203,"CAPITAL OF TEXAS HWY
",N ,NB,Unit A100,ATTN:  COREY LIEBERMAN,6203 N CAPITAL OF TEXAS HWY STE A100,AUSTIN,TEXAS,78731,General Food Service
,2006003264 FP,1500,Ross Old Austin Cafe,"11800 N Lamar Blvd
Austin, Tx 78758
(30.387546, -97.683659)",Food Service,Seated,10/01/2018,"11800 N LAMAR BLVD
AUSTIN, TX 78758
(30.387546, -97.683659)",11800,"LAMAR
",N ,BLVD,,THOMAS ROSS STERZING SR.,12108 BELL AVENUE,AUSTIN,TX,78727,Restaurant
196259,2005007313 FP,1500,"Child, Inc. - Ortega Preschool","1135 Garland Ave
Austin, Tx 78721
(30.269919, -97.684962)",Food Service,Seated,10/01/2018,"1135 GARLAND AVE
AUSTIN, TX 78721
(30.269919, -97.684962)",1135,"GARLAND
",,AVE,,"CHILD, INC.- GLENDA OVERFELT",818 E 53RD STREET,AUSTIN,TX,78751,Child Care
,2014090450 FP,1400,"SquareRut Kava Bar Lamar, LLC","5000 N Lamar Blvd Unit 106
Austin, Tx 78756
(30.318454, -97.731041)",Food Service,,10/01/2018,"5000 N LAMAR BLVD Unit 106
AUSTIN, TX 78756
(30.318454, -97.731041)",5000,"LAMAR
",N ,BLVD,Unit 106,SQUARERUT KAVA BAR LAMAR LLC,6000 S CONGRESS # 106,AUSTIN,TEXAS,78745,Other
,2006008464 FP,1500,Subway,"9300 S Ih 35 Svrd Sb
Austin, Tx 78748
(30.164828, -97.787933)",Food Service,Seated,10/01/2018,"9300 S IH 35 SVRD SB
AUSTIN, TX 78748
(30.164828, -97.787933)",9300,"IH 35 SVRD
",S ,SB,,DENNIS WEN,500 W MLK BLVD #A,AUSTIN,TX,78701,Restaurant
,2015003847 FP,1665,Ktonic LLC,"101 W Koenig Ln Unit 200
Austin, Tx 78751
(30.322476, -97.719928)",Food Products,,10/01/2018,"101 W KOENIG LN Unit 200
AUSTIN, TX 78751
(30.322476, -97.719928)",101,"KOENIG
",W ,LN,Unit 200,KTONIC LLC ATTN: GREG GOODMAN,P O BOX 6221,AUSTIN,TEXAS,78762,Manufacturing
,2009102245 FP,1800,"Austin Montessori School, Inc","5006 Sunset Trl
Austin, Tx 78745
(30.227531, -97.804821)",Food Service,Seated,10/01/2018,"5006 SUNSET TRL
AUSTIN, TX 78745
(30.227531, -97.804821)",5006,"SUNSET
",,TRL,,AUSTIN MONTESSORI SCHOOL/DAWN GLASGOW,5006 SUNSET TRL.,AUSTIN,TEXAS,78745,School
,2006003939 FP,1500,Shop 24,"213 E 6Th St
Austin, Tx 78701
(30.267528, -97.740931)",Food Service,Carry Out,10/01/2018,"213 E 6TH ST
AUSTIN, TX 78701
(30.267528, -97.740931)",213,"6TH
(30.10566, -94.16522)",E ,ST,,AMIN MOMIN/ ATTN: RAHIM MOMIN,213 E. 6TH ST.,AUSTIN,TX,78701,Other
,2011012176 FP,1500,Shandeez Grill,"8863 Anderson Mill Rd Unit 109
Austin 78729
(30.454141, -97.773077)",Food Service,,10/01/2018,"8863 ANDERSON MILL RD Unit 109
AUSTIN 78729
(30.454141, -97.773077)",8863,"ANDERSON MILL
",,RD,Unit 109,ELIE MESCHI,8863 ANDERSON MILL RD. STE. 109,AUSTIN,TEXAS,78729,Restaurant
,2014087389 FP,1700,La Frontera Bar,"10503 N Lamar Blvd
Austin, Tx 78753
(30.37399, -97.690866)",Food Service,,10/01/2018,"10503 N LAMAR BLVD
AUSTIN, TX 78753
(30.37399, -97.690866)",10503,"LAMAR
",N ,BLVD,,APOLINAR MUNOZ,2112 OAK VISTA DR,PFLUGERVILLE,TEXAS,78660,General Food Service
,2005002078 FP,1500,Sonic Drive In,"1815 Airport Blvd
Austin, Tx 78702
(30.281568, -97.70334)",Food Service,Carryout,10/01/2018,"1815 AIRPORT BLVD
AUSTIN, TX 78702
(30.281568, -97.70334)",1815,"AIRPORT
",,BLVD,,JERRY CONWAY,P.O. BOX 17788,AUSTIN,TX,78760,Restaurant
,2005002429 FP,1500,The Shady Grove,"1624 Barton Springs Rd
Austin, Tx 78704
(30.262587, -97.762185)",Food Service,Seated,10/01/2018,"1624 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.262587, -97.762185)",1624,"BARTON SPRINGS
",,RD,,MANAGER- RUSTY ZAGST,1623 TOOMEY RD,AUSTIN,TX,78704,Restaurant
,2013128561 FP,1400,Pecan Food Mart,"2101 S 1St St Bldg A
Austin, Tx 78704
(30.244843, -97.757465)",Retail Food,,10/01/2018,"2101 S 1ST ST Bldg A
AUSTIN, TX 78704
(30.244843, -97.757465)",2101,"1ST
(42.320015, -85.185652)",S ,ST,Bldg A,PECAN CONVENIENCE STORE INC.,2101 S. 1ST ST,AUSTIN,TEXAS,78704,Convenience Store
,2015114573 FP,1500,Bollywood Indian Grill,"11101 Burnet Rd Bunit 130
Austin, Tx 78758
(30.395863, -97.720222)",Food Service,,10/01/2018,"11101 BURNET RD Bunit 130
AUSTIN, TX 78758
(30.395863, -97.720222)",11101,"BURNET
",,RD,Bunit 130,AJP HOSPITALITY INC,"11101 BURNET RD, STE #A130",AUSTIN,TEXAS,78758,General Food Service
,2013041836 FP,1600,Wayside Schools,"6405 S Ih 35 Svrd Nb
Austin, Tx 78744
(30.192167, -97.768511)",Food Service,Seated,10/01/2018,"6405 S IH 35 SVRD NB
AUSTIN, TX 78744
(30.192167, -97.768511)",6405,"IH 35 SVRD
",S ,NB,,WAYSIDE SCHOOLS,6405 S. IH-35,AUSTIN,TEXAS,78744,School
,2005006960 FP,1400,Milano Pizza,"1025 W Stassney Ln Unit 101
Austin, Tx 78745
(30.210577, -97.786925)",Food Service,Seated,10/01/2018,"1025 W STASSNEY LN Unit 101
AUSTIN, TX 78745
(30.210577, -97.786925)",1025,"STASSNEY
",W ,LN,Unit 101,SAIID RADPAY,1025 W STASSNEY LN #101,AUSTIN,TX,78749,Restaurant
,2012076933 FP,1700,Love Goat,"2716 Guadalupe St
Austin, Tx 78705
(30.292985, -97.741603)",Food Service,Seated,10/01/2018,"2716 GUADALUPE ST
AUSTIN, TX 78705
(30.292985, -97.741603)",2716,"GUADALUPE
",,ST,,"HOLA, INC.",2716 GUADALUPE ST,AUSTIN,TEXAS,78705,
,2015010531 FP,1500,Big Easy Bar and Grill,"1806 E 12Th St
Austin, Tx 78702
(30.273683, -97.720484)",Food Service,,10/01/2018,"1806 E 12TH ST
AUSTIN, TX 78702
(30.273683, -97.720484)",1806,"12TH
(32.40623, -87.04958)",E ,ST,,DAROLD GORDON,PO BOX 2181,PFLUGERVILLE,TEXAS,78660,General Food Service
,2006006349 FP,1500,Pasta & Co,"3502 Kerbey Ln
Austin, Tx 78731
(30.307539, -97.750544)",Food Service,Carry Out,10/01/2018,"3502 KERBEY LN
AUSTIN, TX 78731
(30.307539, -97.750544)",3502,"KERBEY
",,LN,,59 VENTURES INC./SHERYL SIMPSON,3502 KERBEY LANE,AUSTIN,TX,78731,Restaurant
,2005001615 FP,1800,Trudy's North Star,"8820 Burnet Rd
Austin, Tx 78757
(30.370703, -97.72705)",Food Service,Seated,10/01/2018,"8820 BURNET RD
AUSTIN, TX 78757
(30.370703, -97.72705)",8820,"BURNET
",,RD,,GARY TRUESDELL,"8133 MESA DR., STE. 206",AUSTIN,TX,78759,Restaurant
,2006005772 FP,1500,Tam Deli & Cafe,"8222 N Lamar Blvd Bunit 33
Austin, Tx 78753
(30.351199, -97.708577)",Food Service,Seated,10/01/2018,"8222 N LAMAR BLVD Bunit 33
AUSTIN, TX 78753
(30.351199, -97.708577)",8222,"LAMAR
",N ,BLVD,Bunit 33,TAM BUI,"8222 N LAMAR BLVD, UNIT #D 33",AUSTIN,TX,78753,Restaurant
,2006007903 FP,1750,Taco Shack V,"402 Brazos St
Austin, Tx 78701
(30.266121, -97.742068)",Food Service,Seated,10/01/2018,"402 BRAZOS ST
AUSTIN, TX 78701
(30.266121, -97.742068)",402,"BRAZOS
",,ST,,ORLANDO ARRIAGA,5503 NEW HAVEN COURT,AUSTIN,TX,78756,Restaurant
,2005005291 FP,1500,Shoppers Food Mart,"1901 E Martin Luther King Jr Blvd
Austin, Tx 78702
(30.279847, -97.720917)",Food Service,Carryout,10/01/2018,"1901 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78702
(30.279847, -97.720917)",1901,"MARTIN LUTHER KING JR
",E ,BLVD,,RIYAZ KARAMALI,1901 E MLK JR BLVD.,AUSTIN,TX,78702,Restaurant
,2015034621 FP,1600,"Vanilla Orchid, The","7433 Burnet Rd
Austin, Tx 78757
(30.350486, -97.734334)",Food Service,Caterer,10/01/2018,"7433 BURNET RD
AUSTIN, TX 78757
(30.350486, -97.734334)",7433,"BURNET
",,RD,,"VANILLA ORCHID, LLC",7433 BURNET RD.,AUSTIN,TEXAS,78757,General Food Service
,2007124625 FP,1650,Rosie's Day Care #3,"5807 Wellington Dr
Austin, Tx 78723
(30.310981, -97.688026)",Food Service,Seated,10/01/2018,"5807 WELLINGTON DR
AUSTIN, TX 78723
(30.310981, -97.688026)",5807,"WELLINGTON
",,DR,,TODD JOHNSON,5807 WELLINGTON DR.,AUSTIN,TEXAS,78723,Child Care
209087,2013091811 FP,1500,Just Add Chef - Mal's Munchies,"3505 N Ih 35 Svrd Nb
Austin, Tx 78722
(30.293003, -97.720494)",Food Service,Caterer,10/01/2018,"3505 N IH 35 SVRD NB
AUSTIN, TX 78722
(30.293003, -97.720494)",3505,"IH 35 SVRD
",N ,NB,,MALLORY IRIZARRY,614 S 1ST STREET #137,AUSTIN,TEXAS,78704,
,2015111363 FP,1750,San Juanita's Tacos,"4619 S Congress Ave
Austin, Tx 78745
(30.215325, -97.768747)",Food Service,Seated,10/01/2018,"4619 S CONGRESS AVE
AUSTIN, TX 78745
(30.215325, -97.768747)",4619,"CONGRESS
",S ,AVE,,SAN JUANITA'S TACOS,4619 S CONGRESS,AUSTIN,TEXAS,78745,General Food Service
